Date,Customer ID,Order ID,Order Amount,Marketing Campaign,Product Launch,City,Payment Method,Customer Segment,Sales Representative,Discount Applied
7/19/2023 11:11,19144,8002,1193.49,Summer Sale,No,Nashville,PayPal,High-Value Customer,Paul Rodriguez,No
2/6/2020 10:51,593967591,98787693,2270.088,Referral,No,Seattle,Cash,High-Value Customer,Kenneth Nelson,No
3/13/2020 14:28,4598,554165696,821.45,Referral,No,Austin,Credit Card,High-Value Customer,Thomas Turner,No
10/8/2020 20:54,59966081,858627,1817.63,Referral,No,Portland,PayPal,Regular Customer,Sandra Adams,No
2/12/2023 19:12,482820308,843844539,1812.036,Summer Sale,Yes,Milwaukee,Cash,Regular Customer,Sandra Adams,No
10/26/2020 13:36,95102760,58889,1028.83,Holiday Campaign,No,Washington,Credit Card,Regular Customer,John Smith,No
2/24/2021 18:22,2190586,2053386,382.668,Summer Sale,No,Las Vegas,Credit Card,Loyal Customer,Edward Torres,No
11/10/2023 23:17,82411,305759,834.468,Holiday Campaign,Yes,Oklahoma City,Cash,New Customer,Margaret Young,No
5/24/2020 15:03,468372495,18425,479.91,Email Promo,Yes,Charlotte,PayPal,New Customer,David Hall,No
2/6/2021 23:44,39796,521316502,1595.304,Holiday Campaign,Yes,Columbus,Cash,New Customer,Paul Rodriguez,No
7/22/2020 15:47,5228,99981732,1092.033,Holiday Campaign,Yes,Denver,Cash,Regular Customer,Daniel Scott,No
4/30/2021 1:33,75271348,500,153.89,Email Promo,No,Washington,PayPal,New Customer,William Taylor,No
1/15/2021 5:42,34773623,4777,237.576,Referral,Yes,Baltimore,Credit Card,Loyal Customer,Michael Wilson,No
7/13/2023 6:17,99432244,671816,981.522,Email Promo,Yes,Chicago,PayPal,Loyal Customer,James Brown,No
4/26/2023 17:30,706257139,4156,472.32,Holiday Campaign,No,Washington,PayPal,New Customer,Charles Anderson,No
2/11/2020 14:43,292120944,880661,1232.052,Holiday Campaign,Yes,Baltimore,PayPal,New Customer,Robert Lee,No
1/21/2021 20:29,7424400,641390265,845.64,Email Promo,Yes,Detroit,Credit Card,New Customer,Robert Lee,No
5/2/2022 0:58,62336,4206,270.81,Holiday Campaign,No,Indianapolis,Cash,High-Value Customer,David Hall,No
4/8/2020 20:52,477473424,79298,496.33,Holiday Campaign,Yes,Los Angeles,PayPal,Regular Customer,David Hall,No
3/28/2020 18:22,90507746,207684260,888.633,Holiday Campaign,No,Los Angeles,Cash,Regular Customer,Carol Hall,No
2/5/2022 6:56,54466684,390802272,2197.188,Summer Sale,No,Milwaukee,PayPal,New Customer,Dorothy King,No
12/27/2020 18:04,4779304,44420815,525.816,Summer Sale,Yes,Baltimore,PayPal,High-Value Customer,Mark Walker,No
5/27/2023 6:04,367818,59118266,1919,Holiday Campaign,No,Boston,Cash,Regular Customer,Thomas Turner,No
6/10/2020 2:29,8969247,944232242,1975.68,Referral,Yes,Columbus,Cash,High-Value Customer,Jessica Jackson,No
10/4/2020 23:48,533451,6832144,1556.298,Summer Sale,No,Indianapolis,Credit Card,New Customer,David Hall,No
8/15/2020 16:57,657210,648496,1410.76,Holiday Campaign,Yes,Seattle,PayPal,Regular Customer,Jessica Jackson,No
11/11/2021 17:13,8183382,71331284,125.052,Summer Sale,No,San Francisco,Cash,New Customer,Edward Torres,No
7/21/2023 16:04,4875259,607470,1720.89,Holiday Campaign,Yes,Phoenix,PayPal,High-Value Customer,Joseph Martin,No
9/6/2020 5:10,34658,9968,1528.25,Referral,No,Las Vegas,Cash,High-Value Customer,Donna Brooks,No
11/28/2023 5:22,392,501656,899.328,Holiday Campaign,No,Denver,Cash,Regular Customer,Linda Clark,No
11/10/2021 11:29,988117201,983490158,1009.872,Referral,Yes,Seattle,Credit Card,High-Value Customer,Jennifer Jones,No
3/9/2020 21:59,9046056,67987497,1235.691,Holiday Campaign,Yes,Washington,Cash,New Customer,Mark Walker,No
1/12/2020 23:58,83060179,2681,516.192,Holiday Campaign,No,Houston,Credit Card,Loyal Customer,Jennifer Jones,No
9/2/2022 3:10,5762157,830,1485.29,Email Promo,Yes,Portland,Credit Card,High-Value Customer,Margaret Young,No
2/28/2022 13:20,5255245,737410,2162.7,Email Promo,Yes,Jacksonville,PayPal,High-Value Customer,Thomas Turner,No
2/13/2022 13:06,90537,812132,1388.22,Email Promo,Yes,San Diego,PayPal,High-Value Customer,Thomas Turner,No
12/28/2023 23:39,4594032,768950,1377.3996,Holiday Campaign,No,Columbus,PayPal,Regular Customer,James Brown,No
9/30/2022 13:41,32515247,328183,1400.07,Referral,Yes,Columbus,Cash,High-Value Customer,Thomas Turner,No
8/17/2023 8:21,399,99242,1352.9,Holiday Campaign,No,Dallas,PayPal,New Customer,James Brown,No
5/3/2022 0:25,6077,46396,34.54,Holiday Campaign,No,Phoenix,Credit Card,High-Value Customer,Margaret Young,Yes
11/4/2022 13:33,8020058,3773227,1750.824,Summer Sale,No,Las Vegas,Credit Card,Loyal Customer,Ashley Perez,No
9/2/2021 2:14,74254,44075316,440.63,Email Promo,No,Charlotte,Cash,Loyal Customer,Charles Anderson,No
3/16/2022 21:30,145118,111923,1090.52,Summer Sale,Yes,Houston,Cash,Regular Customer,Betty Martinez,No
2/26/2022 8:59,930898698,4391389,1382.5836,Email Promo,Yes,Louisville,Credit Card,Regular Customer,Edward Torres,No
7/24/2023 23:17,2815474,1291978,936.67,Referral,Yes,Portland,Cash,High-Value Customer,Richard White,No
6/18/2023 23:46,3916,712827,1235.54,Summer Sale,Yes,San Diego,Credit Card,High-Value Customer,Mark Walker,No
9/22/2023 13:19,65305,7769,14.6,Email Promo,No,Columbus,Credit Card,Regular Customer,William Taylor,Yes
3/5/2020 11:38,1824944,7365432,1757.82,Summer Sale,No,Milwaukee,PayPal,Loyal Customer,Dorothy King,No
2/18/2021 10:17,90409,341,994.968,Email Promo,Yes,Louisville,PayPal,Regular Customer,Karen Lewis,No
8/10/2021 12:14,540379315,819263,542.43,Email Promo,No,Louisville,PayPal,High-Value Customer,Paul Rodriguez,No
6/10/2023 4:24,610,68163657,763.497,Email Promo,Yes,Jacksonville,PayPal,New Customer,Dorothy King,No
7/13/2021 8:35,34999888,7580,49.49,Referral,Yes,Denver,Credit Card,New Customer,Patricia Miller,Yes
5/5/2023 7:37,59431968,50271463,518.22,Email Promo,No,Indianapolis,PayPal,Regular Customer,Daniel Scott,No
4/7/2020 1:22,202,815662998,1043.45,Summer Sale,No,Austin,Cash,High-Value Customer,Dorothy King,No
10/6/2022 5:55,66233859,66755,1894.39,Email Promo,No,San Antonio,Cash,New Customer,Richard White,No
3/30/2021 23:12,66544736,314653,1135.53,Holiday Campaign,No,Las Vegas,Cash,New Customer,Jessica Jackson,No
5/9/2020 0:12,8416,6145665,422.42,Referral,No,San Diego,Credit Card,High-Value Customer,Jessica Jackson,No
3/30/2021 18:06,14450,17736160,674.53,Holiday Campaign,Yes,San Antonio,Cash,Loyal Customer,Richard White,No
5/10/2021 13:39,3089406,52491745,1552.86,Email Promo,No,San Diego,PayPal,Regular Customer,Nancy Moore,No
9/3/2020 0:43,36064936,77673,518.4,Holiday Campaign,Yes,Boston,Cash,Regular Customer,Michael Wilson,No
4/6/2020 6:43,3513,384462148,259.29,Referral,No,Washington,PayPal,Regular Customer,John Smith,No
2/20/2020 2:50,6327617,832552,650.4084,Referral,No,Houston,PayPal,Loyal Customer,Susan Harris,No
2/16/2020 3:32,243390,6166055,2010.096,Holiday Campaign,Yes,Portland,Credit Card,New Customer,Kenneth Nelson,No
9/1/2022 17:35,7979442,2717730,1467.33,Email Promo,No,Nashville,Credit Card,Regular Customer,Michael Wilson,No
11/21/2022 8:35,658,357561,503.628,Summer Sale,No,Phoenix,Cash,Regular Customer,Steven Wright,No
8/29/2021 17:30,257,805433621,1993.38,Holiday Campaign,No,Austin,Cash,New Customer,Mark Walker,No
7/25/2020 5:24,548405,774,1306.24,Holiday Campaign,No,Denver,Cash,New Customer,James Brown,No
11/26/2023 20:55,5628,25051757,1629.084,Holiday Campaign,No,Louisville,Credit Card,Regular Customer,Ashley Perez,No
1/13/2023 9:50,1348,8227070,1148.4,Email Promo,Yes,Phoenix,PayPal,Regular Customer,Paul Rodriguez,No
1/16/2022 21:31,745991,4342062,1237.248,Email Promo,No,Houston,Cash,High-Value Customer,Dorothy King,No
9/17/2022 22:36,90313602,49530613,1552.57,Referral,Yes,Detroit,Credit Card,Loyal Customer,Sandra Adams,No
2/22/2020 9:46,8936444,320473,1686.2364,Referral,No,San Diego,Credit Card,New Customer,Joseph Martin,No
10/30/2021 7:52,9762,313729829,1769.75,Referral,Yes,Los Angeles,Cash,New Customer,Kenneth Nelson,No
4/20/2022 13:31,86375880,15879,627.31,Holiday Campaign,Yes,Houston,Cash,Loyal Customer,Steven Wright,No
11/10/2021 18:51,75499130,11243,1141.776,Email Promo,No,Boston,Credit Card,Loyal Customer,Kenneth Nelson,No
2/9/2023 7:29,85929,52232256,1808.2764,Holiday Campaign,No,Denver,PayPal,New Customer,Linda Clark,No
12/23/2020 0:01,678467182,7735858,2121.5844,Email Promo,No,Memphis,Credit Card,High-Value Customer,William Taylor,No
8/16/2021 3:56,3957912,25707,868.89,Holiday Campaign,Yes,Phoenix,Cash,High-Value Customer,William Taylor,No
10/16/2021 5:03,310641379,20623591,882.28,Referral,No,Los Angeles,Cash,Loyal Customer,John Smith,No
2/25/2023 22:38,40200,51679312,2015.256,Referral,Yes,San Diego,Credit Card,High-Value Customer,David Hall,No
3/29/2023 16:10,74196692,683230379,1293.129,Email Promo,No,New York,Credit Card,New Customer,James Brown,No
2/14/2023 18:30,91274,898835049,1077.1056,Holiday Campaign,Yes,San Antonio,Credit Card,High-Value Customer,Edward Torres,No
9/15/2022 9:54,9486,83898,376.59,Holiday Campaign,Yes,Chicago,Cash,New Customer,Linda Clark,No
1/24/2020 5:42,44563774,563105115,66.756,Holiday Campaign,No,New York,Cash,High-Value Customer,Sandra Adams,Yes
11/1/2022 13:28,64514907,794531,2091.504,Holiday Campaign,No,Dallas,PayPal,High-Value Customer,Richard White,No
7/31/2022 9:52,4373,8977784,1314.64,Email Promo,No,Louisville,Cash,High-Value Customer,Linda Clark,No
11/30/2021 3:36,540323,397671298,1091.7,Referral,Yes,Indianapolis,PayPal,High-Value Customer,Thomas Turner,No
12/11/2021 0:03,7923,471249360,956.388,Email Promo,No,Seattle,Cash,Loyal Customer,Sandra Adams,No
2/2/2021 0:37,463,55570,1365.6,Referral,Yes,Austin,Cash,Regular Customer,Sandra Adams,No
7/13/2020 1:47,6062,49040001,1476.495,Summer Sale,No,Louisville,Cash,Regular Customer,Linda Clark,No
5/25/2020 17:47,50770234,676325,1783.14,Summer Sale,Yes,Indianapolis,Credit Card,Regular Customer,Kenneth Nelson,No
5/14/2020 2:50,8217614,66732,44.082,Summer Sale,No,Seattle,Cash,High-Value Customer,Elizabeth Davis,Yes
5/3/2021 12:30,54657258,6377,1606.851,Summer Sale,Yes,Memphis,Credit Card,Regular Customer,Elizabeth Davis,No
2/18/2023 9:17,53704230,60620719,22.392,Holiday Campaign,No,Milwaukee,PayPal,High-Value Customer,Mary Johnson,Yes
3/1/2023 16:59,257473455,51136,430.25,Email Promo,Yes,Milwaukee,Credit Card,Regular Customer,Kenneth Nelson,No
11/14/2023 19:39,833,90507671,1237.968,Summer Sale,No,Las Vegas,PayPal,New Customer,Robert Lee,No
8/18/2022 17:15,928269042,86139731,370.83,Holiday Campaign,Yes,San Diego,PayPal,Regular Customer,Elizabeth Davis,No
8/16/2022 21:37,706521496,641005508,1017.56,Holiday Campaign,Yes,Los Angeles,PayPal,Regular Customer,William Taylor,No
6/30/2021 6:44,22646,5856733,800.88,Summer Sale,No,Fort Worth,Credit Card,Regular Customer,Elizabeth Davis,No
1/27/2021 4:28,796289046,58604,762.468,Summer Sale,Yes,Jacksonville,Cash,High-Value Customer,Elizabeth Davis,No
11/28/2021 15:23,8383,57872074,1715.652,Summer Sale,Yes,Phoenix,Cash,High-Value Customer,Karen Lewis,No
8/6/2020 11:12,245854362,33504,1486.1,Summer Sale,No,Denver,Credit Card,High-Value Customer,Daniel Scott,No
7/15/2022 8:58,298831555,62885348,1375.155,Holiday Campaign,No,Baltimore,PayPal,New Customer,Steven Wright,No
1/7/2020 13:39,44942549,71342732,1906.932,Email Promo,No,Indianapolis,Credit Card,Loyal Customer,James Brown,No
4/2/2021 10:05,239004,30958303,1494.9,Email Promo,No,Milwaukee,Cash,Loyal Customer,Mark Walker,No
8/29/2022 10:11,4483457,585296,123.17,Summer Sale,No,Dallas,Cash,Loyal Customer,Paul Rodriguez,No
2/4/2020 7:14,7112495,493821,477.6,Referral,No,Columbus,Credit Card,High-Value Customer,Betty Martinez,No
2/14/2022 3:53,567037516,105787292,638.784,Referral,No,Nashville,Cash,New Customer,Mark Walker,No
4/20/2020 22:36,7248264,318,1351.15,Holiday Campaign,Yes,Oklahoma City,PayPal,Regular Customer,Mary Johnson,No
3/11/2023 7:13,16661108,43601,585.83,Referral,Yes,San Francisco,Cash,High-Value Customer,Nancy Moore,No
4/21/2021 3:44,7738,1385731,826.28,Holiday Campaign,No,Seattle,Cash,New Customer,John Smith,No
9/18/2021 12:09,3103766,325797386,1051.929,Summer Sale,No,San Jose,PayPal,New Customer,Mary Johnson,No
8/26/2022 2:56,990064615,430249,1950.94,Email Promo,Yes,Los Angeles,Credit Card,New Customer,Charles Anderson,No
12/8/2023 11:24,965513,55302,2115.768,Holiday Campaign,Yes,Charlotte,Cash,Loyal Customer,Joseph Martin,No
10/1/2022 20:19,937153,6517169,1051.25,Referral,No,San Jose,PayPal,Loyal Customer,David Hall,No
7/30/2023 1:59,84842,107665,1894.13,Summer Sale,Yes,Charlotte,Cash,Loyal Customer,Jennifer Jones,No
5/3/2020 20:40,722529,313,260.67,Summer Sale,No,Denver,Cash,High-Value Customer,Donna Brooks,No
5/22/2020 23:31,99830691,775,691.34,Holiday Campaign,Yes,Oklahoma City,Cash,Regular Customer,Jessica Jackson,No
5/20/2020 7:45,495150,38513,1309.91,Holiday Campaign,No,Houston,Credit Card,Regular Customer,Steven Wright,No
4/24/2022 1:06,8041341,34064042,1365.26,Referral,No,San Jose,Cash,High-Value Customer,Steven Wright,No
1/1/2022 3:41,98576743,22526714,1053.492,Holiday Campaign,No,Charlotte,Credit Card,New Customer,Richard White,No
7/20/2022 12:41,753730089,76388,146.907,Summer Sale,Yes,Indianapolis,Credit Card,New Customer,Joseph Martin,No
6/27/2023 14:43,656642,3009,593.11,Summer Sale,No,San Antonio,Credit Card,High-Value Customer,Dorothy King,No
1/13/2023 0:56,37629124,76379,1753.9092,Summer Sale,No,Washington,Credit Card,New Customer,Thomas Turner,No
1/30/2023 6:02,3546130,639248100,2224.704,Summer Sale,No,Portland,Credit Card,Regular Customer,Mary Johnson,No
11/23/2022 4:08,72014228,18745,1849.9212,Email Promo,Yes,San Diego,Cash,New Customer,Sandra Adams,No
8/29/2020 3:50,6951271,9853404,1798.81,Summer Sale,Yes,Charlotte,Cash,Loyal Customer,Mary Johnson,No
1/27/2022 21:10,465,9093,725.028,Holiday Campaign,Yes,Detroit,Cash,Regular Customer,Paul Rodriguez,No
12/19/2023 19:45,393,3095789,2163.24,Summer Sale,No,Nashville,Credit Card,New Customer,Daniel Scott,No
1/29/2023 22:27,861319592,10646196,1874.892,Holiday Campaign,No,Portland,Cash,Regular Customer,Sandra Adams,No
5/12/2022 11:19,705179,47775737,295.54,Summer Sale,Yes,San Antonio,Cash,New Customer,Elizabeth Davis,No
9/30/2021 5:48,463844,849320,822.87,Email Promo,Yes,Baltimore,PayPal,New Customer,Joseph Martin,No
8/2/2022 4:53,5624310,8471,1839.95,Summer Sale,Yes,Dallas,PayPal,Loyal Customer,Susan Harris,No
6/24/2020 17:01,327,947667,875.18,Summer Sale,No,San Antonio,Cash,High-Value Customer,Susan Harris,No
2/18/2022 13:53,9789092,672,160.4556,Summer Sale,Yes,Charlotte,Cash,Regular Customer,Paul Rodriguez,No
11/15/2022 7:59,1163963,4716639,822.144,Holiday Campaign,Yes,New York,PayPal,New Customer,Karen Lewis,No
3/5/2022 1:04,46359,2811,983.7,Holiday Campaign,Yes,San Francisco,Cash,Loyal Customer,Susan Harris,No
7/9/2020 14:42,221210700,727843087,459.216,Holiday Campaign,Yes,Milwaukee,PayPal,New Customer,Daniel Scott,No
2/9/2022 0:25,69667,1588139,2201.652,Email Promo,Yes,Denver,PayPal,Regular Customer,Paul Rodriguez,No
11/30/2023 7:45,561951,7991,1826.688,Email Promo,Yes,Phoenix,PayPal,Loyal Customer,David Hall,No
8/6/2021 3:31,2352,402577,1113.75,Holiday Campaign,No,Denver,Cash,High-Value Customer,Margaret Young,No
12/24/2021 8:41,9632,74426,370.656,Holiday Campaign,No,Portland,Credit Card,Loyal Customer,Mary Johnson,No
5/17/2023 17:10,9398778,144011101,1731.23,Referral,Yes,Jacksonville,Cash,High-Value Customer,Linda Clark,No
5/19/2021 22:59,58499,963825057,794.358,Referral,Yes,Jacksonville,PayPal,New Customer,Jessica Jackson,No
9/25/2023 11:30,1786814,51602374,393.91,Summer Sale,Yes,Memphis,Cash,New Customer,Michael Wilson,No
6/3/2023 5:26,48588956,61920,88.46,Referral,No,Seattle,Cash,New Customer,Jessica Jackson,Yes
10/31/2021 23:55,277302945,355773001,430.54,Summer Sale,No,Boston,Cash,High-Value Customer,Carol Hall,No
9/1/2022 6:48,45081235,426538,1177.72,Summer Sale,Yes,Seattle,Cash,High-Value Customer,Jennifer Jones,No
11/5/2020 20:15,379017,82725332,726.432,Holiday Campaign,Yes,Austin,PayPal,New Customer,Mary Johnson,No
7/2/2021 0:52,15198689,32240,1792.86,Email Promo,Yes,Philadelphia,PayPal,New Customer,Sandra Adams,No
9/15/2021 14:33,8358,53897281,1958.68,Referral,Yes,San Francisco,Cash,High-Value Customer,Dorothy King,No
5/20/2020 10:03,5354928,6649,399.492,Email Promo,No,Indianapolis,PayPal,Loyal Customer,Donna Brooks,No
11/13/2021 21:10,1942,66520645,1605.564,Summer Sale,No,Nashville,Credit Card,High-Value Customer,Edward Torres,No
4/30/2022 19:19,7946,86800,585.36,Referral,No,San Jose,PayPal,High-Value Customer,Donna Brooks,No
1/15/2021 1:52,48352,7643173,1221.624,Referral,Yes,Phoenix,Credit Card,Loyal Customer,Dorothy King,No
2/16/2022 9:41,692810303,100283841,1366.608,Email Promo,No,Jacksonville,Cash,New Customer,James Brown,No
1/29/2023 1:14,83265,2142919,1542.96,Summer Sale,Yes,Memphis,Cash,Loyal Customer,Margaret Young,No
8/22/2020 17:51,507408541,409666,1292.64,Referral,Yes,New York,Cash,Loyal Customer,Joseph Martin,No
2/6/2023 8:28,4969495,30377796,529.116,Holiday Campaign,No,San Francisco,Cash,New Customer,Mary Johnson,No
4/9/2023 0:00,709242304,348800,1037.38,Email Promo,Yes,Boston,PayPal,High-Value Customer,Daniel Scott,No
12/2/2023 0:30,82629,79546,1217.304,Email Promo,No,Dallas,PayPal,High-Value Customer,Jennifer Jones,No
1/4/2020 7:06,54507380,341883697,1779.72,Summer Sale,No,Houston,Credit Card,High-Value Customer,Patricia Miller,No
3/19/2020 7:36,99602,80864,1814.89,Summer Sale,Yes,Las Vegas,PayPal,New Customer,William Taylor,No
3/15/2022 20:02,3002762,70572,182.691,Email Promo,No,Austin,Credit Card,Regular Customer,Susan Harris,No
11/13/2021 0:05,29548,235545429,388.992,Summer Sale,No,Las Vegas,Cash,High-Value Customer,Daniel Scott,No
7/17/2021 7:50,935705,608197057,905.76,Holiday Campaign,No,Columbus,Credit Card,Loyal Customer,Dorothy King,No
11/11/2022 19:14,86166186,2764309,1463.7888,Email Promo,Yes,Philadelphia,Credit Card,New Customer,David Hall,No
2/25/2021 0:38,946552,827,1660.128,Referral,No,San Antonio,Credit Card,Regular Customer,Dorothy King,No
10/24/2021 12:07,8781120,82191,1970.54,Email Promo,No,Memphis,PayPal,New Customer,Carol Hall,No
6/3/2020 16:28,182,31009,713.57,Referral,No,Memphis,Credit Card,Loyal Customer,William Taylor,No
1/18/2022 6:05,158948000,6357,933.9516,Referral,No,Seattle,Cash,New Customer,Sandra Adams,No
5/30/2022 12:56,6879,436181,980.88,Email Promo,No,Oklahoma City,Credit Card,High-Value Customer,Ashley Perez,No
11/1/2023 20:36,3952,60651054,729.552,Referral,No,Las Vegas,PayPal,Regular Customer,Dorothy King,No
12/8/2022 16:03,5521,111040,2035.92,Holiday Campaign,No,Chicago,PayPal,New Customer,Michael Wilson,No
2/3/2023 14:42,162831446,6372,1455.996,Referral,No,San Antonio,PayPal,Regular Customer,Nancy Moore,No
3/31/2022 13:15,8133,743044,721.5,Email Promo,Yes,Charlotte,PayPal,Regular Customer,John Smith,No
3/27/2023 2:58,433268,845706093,1038.52,Referral,Yes,Los Angeles,PayPal,High-Value Customer,Edward Torres,No
2/16/2021 23:11,982657977,2825,516,Holiday Campaign,No,Oklahoma City,PayPal,Regular Customer,Michael Wilson,No
10/17/2020 5:19,83046,938333506,1718.02,Summer Sale,No,Chicago,PayPal,High-Value Customer,Daniel Scott,No
5/7/2023 18:39,9616319,830686,167.3,Email Promo,Yes,Jacksonville,PayPal,New Customer,James Brown,No
10/19/2022 13:10,59268,798565,1077.02,Referral,Yes,San Jose,PayPal,High-Value Customer,George Harris,No
10/20/2021 5:12,643013553,963174,1504.78,Holiday Campaign,Yes,Dallas,PayPal,High-Value Customer,Michael Wilson,No
4/13/2023 16:01,41575043,7158711,973.64,Summer Sale,Yes,Charlotte,PayPal,Regular Customer,Richard White,No
7/28/2023 16:09,25556376,115823,203.54,Summer Sale,No,Baltimore,PayPal,New Customer,Paul Rodriguez,No
12/13/2022 6:18,15362462,6114,1861.4664,Summer Sale,Yes,Portland,Cash,High-Value Customer,Patricia Miller,No
7/14/2021 8:31,5285856,825792,1409.46,Holiday Campaign,Yes,Milwaukee,PayPal,Regular Customer,Edward Torres,No
3/16/2020 14:57,16448207,139,1547.865,Email Promo,Yes,Portland,PayPal,Loyal Customer,Elizabeth Davis,No
10/22/2022 0:07,827516,78022229,124.758,Email Promo,Yes,San Francisco,Cash,High-Value Customer,David Hall,No
12/15/2022 19:29,2600,35934643,843.588,Referral,No,Boston,Cash,High-Value Customer,Ashley Perez,No
6/5/2022 2:47,7730,40949,521.48,Email Promo,No,San Jose,PayPal,Loyal Customer,Jennifer Jones,No
7/25/2022 14:15,48705,54637785,768.672,Email Promo,Yes,Washington,Credit Card,New Customer,Susan Harris,No
1/21/2021 14:38,8973979,387672,1972.464,Email Promo,No,Detroit,Cash,New Customer,Mary Johnson,No
12/22/2023 23:09,4710456,3560435,1379.646,Email Promo,No,Fort Worth,Credit Card,High-Value Customer,Patricia Miller,No
10/22/2023 7:37,557783,82454814,1467.126,Summer Sale,Yes,New York,PayPal,High-Value Customer,Karen Lewis,No
2/3/2022 15:57,828945287,66248,1312.404,Email Promo,No,Nashville,Credit Card,High-Value Customer,Steven Wright,No
2/8/2023 20:08,72329855,5822,1382.964,Holiday Campaign,Yes,Baltimore,Credit Card,New Customer,Ashley Perez,No
9/25/2023 18:46,5529,3532575,916.77,Referral,Yes,Columbus,PayPal,Loyal Customer,Charles Anderson,No
5/31/2022 7:31,10658,72501,801.42,Summer Sale,Yes,San Antonio,Cash,Loyal Customer,James Brown,No
8/31/2023 16:56,5665464,3640782,1807.63,Holiday Campaign,Yes,Louisville,Cash,High-Value Customer,Brian Mitchell,No
5/14/2022 18:26,965,21930,857.988,Email Promo,Yes,Fort Worth,PayPal,Loyal Customer,Elizabeth Davis,No
4/2/2023 11:28,5084846,30178359,977.39,Holiday Campaign,No,Dallas,Cash,High-Value Customer,Mark Walker,No
7/27/2023 0:10,75249659,43424,1554.91,Referral,Yes,Charlotte,Credit Card,Regular Customer,Edward Torres,No
12/16/2023 21:05,687825,727,1018.86,Referral,Yes,Los Angeles,PayPal,Loyal Customer,Linda Clark,No
7/13/2023 0:12,22132,30217,642.88,Email Promo,No,Austin,Cash,New Customer,Thomas Turner,No
10/20/2020 11:48,547413946,739622180,34.08,Referral,No,Seattle,Cash,High-Value Customer,Margaret Young,Yes
2/8/2023 13:07,175037752,7547,757.368,Email Promo,Yes,New York,PayPal,Loyal Customer,William Taylor,No
9/7/2020 17:02,699575,42677665,1283.28,Referral,No,Detroit,Cash,High-Value Customer,Mary Johnson,No
12/26/2020 13:28,812737664,65294,553.392,Referral,Yes,Philadelphia,Cash,New Customer,Joseph Martin,No
5/23/2022 18:10,64377,7786,1196.19,Email Promo,Yes,Milwaukee,PayPal,High-Value Customer,David Hall,No
10/26/2020 21:13,430,38796543,1743.93,Holiday Campaign,Yes,San Jose,PayPal,Loyal Customer,Kenneth Nelson,No
3/30/2023 3:14,746983136,784114,340.73,Email Promo,No,Charlotte,Credit Card,Loyal Customer,Jennifer Jones,No
4/11/2020 14:49,571901424,6842470,15.67,Email Promo,No,San Diego,PayPal,New Customer,Charles Anderson,Yes
10/9/2023 19:21,390397006,4900922,1597.662,Email Promo,Yes,Seattle,Credit Card,New Customer,Karen Lewis,No
6/24/2022 14:04,98529,9320,1855.44,Referral,Yes,Seattle,Cash,Loyal Customer,Edward Torres,No
2/3/2022 4:17,326964,75608211,2000.472,Summer Sale,No,Washington,Cash,High-Value Customer,Patricia Miller,No
11/24/2021 23:20,105,50893,1431.096,Referral,No,Washington,PayPal,High-Value Customer,Lisa Garcia,No
5/19/2020 3:15,26307495,29508,309.29,Referral,No,Portland,PayPal,High-Value Customer,Michael Wilson,No
4/19/2021 21:54,9565825,474400,1602.54,Summer Sale,No,Las Vegas,Cash,Loyal Customer,Daniel Scott,No
4/7/2020 7:05,754547,38986318,1530.927,Holiday Campaign,Yes,Nashville,Cash,Loyal Customer,Lisa Garcia,No
11/21/2020 2:17,23431,29447445,1491.612,Email Promo,No,Nashville,PayPal,New Customer,Kenneth Nelson,No
10/11/2022 14:17,12539089,13990,1416.62,Email Promo,Yes,Baltimore,PayPal,Regular Customer,Margaret Young,No
10/17/2020 11:15,1972851,6468427,781.4,Email Promo,No,Dallas,PayPal,New Customer,Charles Anderson,No
12/14/2023 19:40,8906,24767,1141.572,Email Promo,Yes,San Antonio,Credit Card,Loyal Customer,Donna Brooks,No
8/31/2022 10:05,987722,5029,1145.1,Holiday Campaign,No,San Francisco,Cash,New Customer,Elizabeth Davis,No
1/17/2021 8:28,70004,13020,294.1056,Holiday Campaign,No,Detroit,Cash,Loyal Customer,Charles Anderson,No
8/2/2022 4:16,8332,746509188,1943.32,Referral,Yes,Columbus,PayPal,High-Value Customer,Susan Harris,No
5/31/2023 21:38,54893401,776039,125.69,Referral,Yes,Los Angeles,Credit Card,High-Value Customer,Sandra Adams,No
10/4/2023 1:13,382683678,278593,1936.96,Email Promo,No,Oklahoma City,Credit Card,New Customer,Steven Wright,No
12/6/2023 7:38,4215,92370,2324.748,Email Promo,No,Los Angeles,PayPal,New Customer,Dorothy King,No
1/28/2021 19:13,433171775,7974,2122.86,Summer Sale,Yes,Jacksonville,PayPal,Loyal Customer,Lisa Garcia,No
8/28/2020 2:20,5827,37175418,1141.21,Referral,Yes,Portland,PayPal,Loyal Customer,Richard White,No
3/25/2021 5:29,6792,3084611,745.92,Referral,Yes,Portland,PayPal,New Customer,Dorothy King,No
12/1/2021 16:39,52328517,7799,611.3772,Holiday Campaign,Yes,San Antonio,PayPal,High-Value Customer,Mary Johnson,No
8/20/2021 4:32,293212886,1652892,889.42,Summer Sale,No,Las Vegas,Credit Card,Regular Customer,Steven Wright,No
8/27/2022 4:58,243063476,80817,1542.18,Referral,Yes,Oklahoma City,Cash,Loyal Customer,Richard White,No
2/18/2023 5:23,58299,9929296,181.2456,Referral,Yes,Dallas,PayPal,New Customer,Karen Lewis,No
